('the', 'DET')43627
('skiffs', 'NOUN')4
('dented', 'VERB')1
('bows', 'NOUN')1
('frayed', 'VERB')1
('stocky', 'ADJ')2
('clean-shaven', 'ADJ')1
('shambled', 'VERB')1
('tattered', 'VERB')2
('cawing', 'VERB')1
('shocking', 'ADJ')1
('elbowing', 'VERB')1
('postures', 'NOUN')2
('boarding', 'NOUN')1
('flounder', 'VERB')1
('shrilly', 'ADV')2
('soaked', 'VERB')4
('skiff', 'NOUN')9
('drunkard', 'NOUN')1
('unsteadily', 'ADV')1
('supercilious', 'ADJ')1
('strut', 'NOUN')1
('haughtily', 'ADV')1
('swamping', 'VERB')1
('incertain', 'ADJ')1
('patting', 'VERB')2
('groping', 'VERB')3
('aloof', 'ADJ')1
('slow-scrambling', 'ADJ')1
('gesticulated', 'VERB')1
('cadaverous', 'ADJ')1
('clotted', 'VERB')1
('mucus', 'NOUN')2
('gummy', 'ADJ')1
('nighted', 'ADJ')1
('fellas', 'NOUN')1
('bein', 'VERB')1
('secesh', 'NOUN')1
('wheezed', 'VERB')1
('fetid', 'ADJ')2
('christ', 'UH')2
('thwart', 'NOUN')1
('sickened', 'VERB')4
('mewed', 'VERB')1
('bewilderedly', 'ADV')1
('flecked', 'VERB')1
('pine-knot', 'NOUN')1
('goddamn', 'VERB')1
('accusingly', 'ADV')1
('grovel', 'VERB')1
('prie-dieu', 'NOUN')1
('bade', 'VERB')1
('parcels', 'NOUN')1
('chute', 'NOUN')2
('deserving', 'ADJ')1
('chafe', 'VERB')1
('rip', 'VERB')2
("hillman's", 'NOUN')1
("schoolmaster's", 'NOUN')1
('curse', 'VERB')2
('spat', 'VERB')4
('stupidly', 'ADV')1
('exclaiming', 'VERB')2
('gogol', 'NOUN')1
('plaster-of-paris', 'NOUN')1
('birdbath', 'NOUN')1
('gnomes', 'NOUN')1
('mobcaps', 'NOUN')1
('beech', 'NOUN')6
('horse-chestnut', 'NOUN')1
('pasterns', 'NOUN')1
('bulks', 'VERB')1
('physicalness', 'NOUN')1
('pastern', 'NOUN')9
('slapping', 'VERB')2
('mosquitoes', 'NOUN')1
('delancy', 'NOUN')1
('trumps', 'NOUN')1
('ungrateful', 'ADJ')1
('bewilderingly', 'ADV')1
('locker', 'NOUN')3
('grassy', 'ADJ')1
('brae', 'NOUN')1
('bomb', 'VERB')3
('locker-room', 'NOUN')1
('fineness', 'NOUN')1
('ammoniac', 'ADJ')1
('acidity', 'NOUN')1
('boundless', 'ADJ')2
('zenith', 'NOUN')1
('canvass', 'VERB')1
('hepatitis', 'NOUN')3
('signified', 'VERB')2
('balcolm', 'NOUN')1
('ten', 'NOUN')1
('eyke', 'NOUN')1
('trempler', 'NOUN')1
('surcliffe', 'NOUN')1
("mothers'", 'NOUN')1
('craven', 'NOUN')1
('gilkson', 'NOUN')1
('hewlitt', 'NOUN')1
('birthcontrol', 'NOUN')1
('ryerson', 'NOUN')1
("littleton's", 'NOUN')1
('gout', 'NOUN')1
('unwed', 'ADJ')1
('encyclopedias', 'NOUN')1
('kit', 'NOUN')2
("surcliffes'", 'NOUN')1
('scotch-and-soda', 'NOUN')1
('excitedly', 'ADV')4
('blevins', 'NOUN')2
('flannagans', 'NOUN')3
('convertible', 'ADJ')3
("blevins'", 'NOUN')1
("flannagans'", 'NOUN')1
('irish', 'NOUN')1
('hallway', 'NOUN')6
('plump', 'ADJ')2
('cling', 'VERB')3
('cozier', 'ADJ')1
('stray', 'NOUN')1
('flannagan', 'NOUN')7
('travelling', 'VERB')1
('riffle', 'VERB')1
('sighs', 'NOUN')1
('exasperation', 'NOUN')3
("everything's", 'PRON')1
('depressors', 'NOUN')1
('coyness', 'NOUN')1
('procreative', 'ADJ')1
('stockings', 'NOUN')3
('window-washing', 'NOUN')1
('harried', 'VERB')1
('starlight', 'NOUN')1
('pari-mutuel', 'ADJ')1
('scuff', 'VERB')1
('unashamedly', 'ADV')1
('shun', 'VERB')1
('izaak', 'NOUN')3
('rocky', 'ADJ')4
('notification', 'NOUN')1
('lemons', 'NOUN')1
('dainty-legged', 'ADJ')1
('escritoire', 'NOUN')2
('vellum', 'NOUN')1
('authoritatively', 'ADV')1
('quaver', 'NOUN')1
('thwarting', 'VERB')1
('broad-nibbed', 'ADJ')1
('amuse', 'VERB')1
('regards', 'NOUN')1
('myra', 'NOUN')27
('wicker', 'NOUN')3
('resolutely', 'ADV')1
('glare', 'NOUN')5
('angelina', 'NOUN')4
('linen-covered', 'ADJ')1
('speculatively', 'ADV')1
('paled', 'VERB')1
('uncousinly', 'ADJ')1
('near-absence', 'NOUN')1
('flick', 'NOUN')1
('olive', 'ADJ')2
('um', 'UH')2
('suspiciously', 'ADV')2
('blowfish', 'NOUN')1
('roaming', 'VERB')2
('indefinable', 'ADJ')2
('jessica', 'NOUN')1
('retreating', 'VERB')2
('unself-conscious', 'ADJ')1
('dourly', 'ADV')1
('impaling', 'VERB')1
('oblivion', 'NOUN')2
('belligerently', 'ADV')1
('brackish', 'ADJ')2
('packards', 'NOUN')1
('populate', 'VERB')1
('mashing', 'VERB')1
('densest', 'ADJ')1
("table's", 'NOUN')1
('quirking', 'VERB')1
("izaak's", 'NOUN')3
('malignancies', 'NOUN')1
('bassinet', 'NOUN')1
('growing', 'NOUN')1
('unreeling', 'VERB')1
('paling', 'VERB')1
('plush', 'NOUN')2
('drawer', 'NOUN')3
('unendurable', 'ADJ')1
("mark's", 'NOUN')2
('greenly', 'ADV')1
('silos', 'NOUN')1
('tilled', 'VERB')1
("stranger's", 'NOUN')2
('familiarness', 'NOUN')1
("jessica's", 'NOUN')1
('selfishness', 'NOUN')1
('boyhood', 'NOUN')1
("uncle's", 'NOUN')2
('sealing', 'NOUN')1
('contrition', 'NOUN')1
('covetousness', 'NOUN')1
('thin', 'VERB')1
('recede', 'VERB')1
('categorized', 'VERB')1
('maneuvering', 'VERB')2
("she's", 'PRON')26
('crotchety', 'ADJ')1
('uh-uh', 'UH')1
('bad', 'ADV')3
('hugging', 'VERB')3
('briefest', 'ADJ')1
('half-expressed', 'ADJ')1
('fecund', 'ADJ')1
('farmland', 'NOUN')1
('seaweed', 'NOUN')1
('fieldstone', 'NOUN')1
('bordering', 'VERB')1
('bride-gift', 'NOUN')1
('cousin-wife', 'NOUN')1
('crags', 'NOUN')1
('clambering', 'VERB')1
('headland', 'NOUN')1
('starbird', 'NOUN')4
('ascended', 'VERB')1
('sloop', 'NOUN')1
('keeps', 'NOUN')2
('knitted', 'VERB')2
('mutuality', 'NOUN')1
('mast', 'NOUN')2
('cumulus', 'NOUN')1
('sails', 'NOUN')1
('glare', 'VERB')1
('pedersen', 'NOUN')10
('pa', 'NOUN')21
('waked', 'VERB')2
('snoring', 'NOUN')1
('fuzzed', 'ADJ')1
('dandelion', 'NOUN')1
('pig-drunk', 'ADJ')2
('cagey', 'ADJ')1
('sonofabitch', 'NOUN')3
('pap-pap-pap-hey', 'UH')1
('mother-naked', 'ADJ')1
('ducked', 'VERB')2
('cough', 'VERB')3
('crib', 'NOUN')5
('froze', 'VERB')4
('hid', 'VERB')4
('goddamn', 'ADV')2
('gnawing', 'VERB')2
('god', 'UH')1
('dammit', 'UH')5
('cuff', 'NOUN')1
('nightshirt', 'NOUN')1
("pa'd", 'NOUN')1
('shit-sick', 'ADJ')1
("pa's", 'NOUN')4
('chests', 'NOUN')1
('pasty', 'ADJ')1
('sticking', 'VERB')4
("what'd", 'DET')1
('sassing', 'NOUN')1
('busted', 'VERB')2
('neither', 'ADV')4
('shit', 'NOUN')1
("pedersen's", 'NOUN')1
('tight', 'ADV')2
("she'd", 'PRON')24
('cleat', 'NOUN')1
('heaving', 'VERB')2
('insides', 'NOUN')3
('shovel', 'NOUN')4
('pawing', 'VERB')1
('cheated', 'VERB')3
('unscrewed', 'VERB')2
('privy', 'NOUN')1
("that'd", 'PRON')1
('hiding', 'NOUN')1
("heat's", 'NOUN')1
('slow', 'ADV')2
('poked', 'VERB')2
('dripping', 'VERB')3
('prop', 'VERB')1
('shove', 'VERB')2
('flopped', 'VERB')3
("throat's", 'NOUN')1
('jesus', 'UH')1
('lionized', 'VERB')1
('sworn', 'VERB')2
('lecturing', 'VERB')1
('unqualified', 'ADJ')1
('playful', 'ADJ')2
('disputable', 'ADJ')1
('stowey', 'NOUN')5
('rummel', 'NOUN')1
('crafter', 'NOUN')1
('believably', 'ADV')1
('farmhouse', 'NOUN')5
('half-past', 'ADJ')1
('high-topped', 'ADJ')1
('bower', 'NOUN')1
('cages', 'NOUN')2
('sill', 'NOUN')2
('spidery', 'ADJ')1
('cantilevers', 'NOUN')1
('jutting', 'VERB')1
('masonry', 'ADJ')1
('constructions', 'NOUN')2
('inventing', 'VERB')1
('gratings', 'NOUN')1
('stool', 'NOUN')3
('monochromes', 'NOUN')1
('broken-backed', 'ADJ')1
('gear-sets', 'NOUN')1
('cycly', 'NOUN')1
('skates', 'NOUN')1
('stare', 'NOUN')2
('grunt', 'VERB')1
('moralistic', 'ADJ')1
('broken-nosed', 'ADJ')1
("wrestler's", 'NOUN')1
('caretaker', 'NOUN')1
("boss's", 'NOUN')2
('disengagement', 'NOUN')1
('mistook', 'VERB')1
('mackinaw', 'NOUN')1
("cleota's", 'NOUN')1
('cuffs', 'NOUN')2
('ignition', 'NOUN')2
('rumanian', 'ADJ')1
('defrost', 'VERB')1
('funniest', 'ADJ')1
('rutted', 'VERB')1
('breeding', 'VERB')1
('steeple', 'NOUN')1
('eyebrows', 'NOUN')4
('startled-horse', 'NOUN')1
('money-making', 'NOUN')1
('sloppy', 'ADJ')2
('soaking', 'ADV')1
('gardened', 'VERB')1
('calves', 'NOUN')1
('peasanthood', 'NOUN')1
('breaths', 'NOUN')1
('ferociously', 'ADV')1
('toot-toot', 'UH')1
('stump', 'NOUN')2
('uncombable', 'ADJ')1
('nicotine-choked', 'ADJ')1
('tate', 'NOUN')1
('protectively', 'ADV')1
('suddenness', 'NOUN')1
('partings', 'NOUN')1
('realest', 'ADJ')1
('parakeets', 'NOUN')1
('improvise', 'VERB')1
('cha-chas', 'NOUN')1
('harp', 'NOUN')1
('rustling', 'VERB')6
('whirring', 'VERB')1
('perch', 'VERB')1
('crook', 'NOUN')1
('lucretia', 'NOUN')2
('soddenly', 'ADV')1
('smoothing', 'VERB')1
('writhe', 'VERB')2
('illuminating', 'VERB')1
('unready', 'ADJ')1
('parting', 'NOUN')1
('nausea', 'NOUN')2
('thirty-eight', 'NUM')1
('hallucinating', 'VERB')1
('interne', 'NOUN')1
('brennan', 'NOUN')3
('gentleness', 'NOUN')2
('relative', 'NOUN')1
('remorse', 'NOUN')1
('mess', 'VERB')1
('tuition', 'NOUN')1
("nurses'", 'NOUN')2
('uncles', 'NOUN')2
('orphan', 'NOUN')1
('dad', 'NOUN')6
('rumdum', 'NOUN')2
('homicide', 'NOUN')2
('overnight', 'NOUN')1
('edgewater', 'NOUN')1
('jabberings', 'NOUN')1
('dale', 'NOUN')3
('grade-a', 'NOUN')1
('gangster', 'NOUN')1
('unjustified', 'ADJ')1
('kupcinet', 'NOUN')1
('sun-times', 'NOUN')1
('psychopathic', 'ADJ')3
('kidding', 'NOUN')1
('chicagoans', 'NOUN')1
('croydon', 'NOUN')1
('n.y.u.', 'NOUN')1
('five-a-week', 'ADJ')1
('unlucky', 'ADJ')2
('orderly', 'NOUN')1
('counterman', 'NOUN')1
('schraffts', 'NOUN')1
('bellboy', 'NOUN')4
('phillip', 'NOUN')1
('wycoff', 'NOUN')1
('sorrows', 'NOUN')1
('untimely', 'ADJ')1
('tenspot', 'NOUN')1
('motioned', 'VERB')1
('bartender', 'NOUN')6
('page', 'VERB')1
("wycoff's", 'NOUN')1
('shiningly', 'ADV')1
('once-over', 'NOUN')1
('oldsmobile', 'NOUN')1
('jyj', 'NOUN')1
('notation', 'NOUN')1
('shadowing', 'NOUN')1
('batteries', 'NOUN')2
('jym', 'NOUN')1
('inconspicuous', 'ADJ')1
('magnifies', 'VERB')1
('disagreeable', 'ADJ')1
('sublease', 'NOUN')1
('rains', 'VERB')1
('transients', 'NOUN')1
('snappy', 'ADJ')1
('lease', 'VERB')1
('shadow', 'VERB')2
('beep', 'NOUN')4
('bugging', 'VERB')3
('beeps', 'NOUN')3
('drawn-out', 'ADJ')1
('buzz', 'NOUN')3
('sudden', 'NOUN')1
('high-class', 'NOUN')1
('charcoal-broiled', 'ADJ')1
('tantalizing', 'VERB')1
('nostrils', 'NOUN')2
('tan', 'VERB')1
('ninety-nine', 'NUM')1
('transposition', 'NOUN')1
('alias', 'NOUN')1
('registrations', 'NOUN')1
('formality', 'NOUN')1
('soft-drink', 'NOUN')1
('sidelong', 'ADJ')1
('park', 'VERB')1
('cracker-box', 'NOUN')1
('case', 'VERB')2
('flush', 'VERB')1
('telephone', 'VERB')2
('bedded', 'VERB')1
('torture', 'NOUN')2
('microphone', 'NOUN')3
('nauseated', 'VERB')1
('tightest-fitting', 'ADJ')1
('slacks', 'NOUN')5
('lots', 'ADV')1
('sociable', 'ADJ')1
('pout', 'NOUN')1
('commences', 'VERB')1
('ten-fifty-five', 'NUM')1
('buzz-buzz-buzz', 'UH')1
('darn', 'VERB')1
("dowling's", 'NOUN')1
('selfish', 'ADJ')2
("she'll", 'PRON')7
('provocatively', 'ADV')1
('wiggle', 'NOUN')1
('that-a-way', 'ADV')1
('roberta', 'NOUN')6
('rash', 'ADJ')1
('waving', 'NOUN')1
('shouts', 'NOUN')1
('spilled', 'VERB')2
('sideboard', 'NOUN')1
('rat-face', 'NOUN')1
('sidled', 'VERB')1
('lauren', 'NOUN')10
('zipped', 'VERB')1
('paunch', 'NOUN')1
('dialed', 'VERB')1
('vince', 'NOUN')11
('damn', 'UH')2
("cate's", 'NOUN')2
('corsi', 'NOUN')1
('quebec', 'NOUN')1
("simon's", 'NOUN')1
('buick', 'NOUN')2
('twitch', 'NOUN')2
('grosse', 'NOUN')9
('kidding', 'VERB')3
('musta', 'MODAL')1
('howda', 'X')1
('zombie', 'NOUN')1
('zipper', 'NOUN')1
('sompin', 'PRON')1
('coulda', 'MODAL')1
('steiner', 'NOUN')1
('spouted', 'VERB')1
('hiss', 'NOUN')1
('profanity', 'NOUN')2
("why'n", 'X')1
('catchup', 'NOUN')1
('dispenser', 'NOUN')1
('soothingly', 'ADV')1
('guardino', 'NOUN')3
("rose's", 'NOUN')3
("guardino's", 'NOUN')1
('kin', 'MODAL')1
('sullenly', 'ADV')1
('hafta', 'VERB')1
('scaring', 'VERB')1
('canadian', 'NOUN')1
('aleck', 'NOUN')1
('sniggered', 'VERB')1
("where'd", 'ADV')1
('lousy', 'ADJ')3
('landis', 'NOUN')3
('wetly', 'ADV')1
('thirsty', 'ADJ')3
('unopened', 'ADJ')1
('blew', 'VERB')5
('door-frame', 'NOUN')1
("driver's", 'NOUN')3
('sole', 'NOUN')2
('trickling', 'VERB')1
('deviate', 'VERB')1
('387', 'NUM')1
('heather', 'NOUN')1
('yawn', 'VERB')1
('sweetly', 'ADV')1
('jowls', 'NOUN')3
('barbs', 'NOUN')1
('graying', 'VERB')2
('marty', 'NOUN')13
('unblinkingly', 'ADV')2
('filaments', 'NOUN')1
('chewed', 'VERB')3
('wheezing', 'VERB')1
('smelt', 'VERB')1
('reek', 'NOUN')1
("admassy's", 'NOUN')2
('acey', 'NOUN')3
('juke', 'NOUN')1
('jarrodsville', 'NOUN')6
('foolishly', 'ADV')1
("sanford's", 'NOUN')2
('red-clay', 'NOUN')2
('growled', 'VERB')4
('dilapidated', 'VERB')1
('farmhouses', 'NOUN')1
('reared', 'VERB')1
('quagmire', 'NOUN')1
('trousers', 'NOUN')3
('mud-caked', 'ADJ')1
('viscous', 'ADJ')1
('puddles', 'NOUN')2
('toddlers', 'NOUN')1
('blank', 'NOUN')3
('disgraced', 'VERB')1
('drummed', 'VERB')2
('about-faced', 'VERB')1
('fencing', 'NOUN')1
('bordered', 'VERB')2
("marty's", 'NOUN')1
('burch', 'NOUN')2
('ruse', 'NOUN')2
('fenced', 'VERB')1
("burch's", 'NOUN')1
('water-filled', 'ADJ')1
('equidistant', 'ADJ')1
('nerve-shattering', 'ADJ')2
('chancellorsville', 'NOUN')1
('banshee', 'NOUN')1
('yell', 'NOUN')4
('pained', 'VERB')1
('howling', 'VERB')2
('delinquents', 'NOUN')1
('hyped-up', 'ADJ')1
('barbed-wire', 'NOUN')1
('tormenters', 'NOUN')1
('admassy', 'NOUN')2
('splashed', 'VERB')2
('screening', 'NOUN')1
('lurched', 'VERB')3
('muddied', 'VERB')2
('dogtrot', 'NOUN')1
('bristled', 'VERB')2
('stone-still', 'ADJ')1
('cruelly', 'ADV')2
('lacerated', 'VERB')1
('pedals', 'NOUN')1
('thundered', 'VERB')2
('hurtled', 'VERB')1
('reverberated', 'VERB')2
('aching', 'VERB')1
('siren', 'NOUN')1
('wave', 'VERB')2
('frantically', 'ADV')4
('prowl', 'NOUN')1
('estes', 'NOUN')1
('brusquely', 'ADV')1
('cabdriver', 'NOUN')1
('yellow-bellied', 'ADJ')1
('punctured', 'VERB')1
("must've", 'MODAL')2
('redneck', 'NOUN')1
('rourke', 'NOUN')19
('alvarez', 'NOUN')2
('jai', 'NOUN')1
('alai', 'NOUN')1
('shayne', 'NOUN')27
('slopped', 'VERB')1
('half-melted', 'ADJ')1
('ice-cubes', 'NOUN')1
('timothy', 'NOUN')3
("rourke's", 'NOUN')3
('biscayne', 'NOUN')2
('felice', 'NOUN')4
("perrin's", 'NOUN')1
('peralta', 'NOUN')4
('governess', 'NOUN')1
('surmises', 'NOUN')1
('marsha', 'NOUN')1
('las', 'DET')1
('putas', 'NOUN')1
('buenas', 'ADJ')1
('knife-men', 'NOUN')1
('aforethought', 'ADV')1
('luscious', 'ADJ')1
('sourly', 'ADV')2
('counterfeit', 'ADJ')1
('bracelet', 'NOUN')1
('faintest', 'ADJ')2
('confederates', 'NOUN')1
("felice's", 'NOUN')1
('left-hand', 'NOUN')3
('divider', 'NOUN')1
('neon-lighted', 'ADJ')1
('palm-lined', 'ADJ')1
('crane', 'VERB')1
('briefly-illumed', 'ADJ')1
('chilling', 'VERB')2
('past', 'ADV')5
('dicks', 'NOUN')1
('geely', 'NOUN')7
('petey', 'NOUN')1
('commending', 'VERB')1
('stake-out', 'NOUN')3
('perrin', 'NOUN')6
('slide', 'VERB')2
('circle', 'VERB')2
('interview', 'VERB')2
('groaned', 'VERB')3
('dismally', 'ADV')1
('cognac', 'NOUN')4
('twenty-dollar', 'ADJ')1
('mister', 'NOUN')5
('conspiratorial', 'ADJ')1
('dandy', 'ADJ')1
('palmed', 'VERB')1
('punk', 'NOUN')2
('blithely', 'ADV')2
('sipped', 'VERB')1
('dime', 'NOUN')1
('coupe', 'NOUN')2
('reloaded', 'VERB')1
('automatic', 'NOUN')1
("shayne's", 'NOUN')2
('tugged', 'VERB')1
('brim', 'NOUN')1
('paunchy', 'ADJ')1
('half-turned', 'ADJ')1
('hatchet-faced', 'ADJ')1
('roadway', 'NOUN')2
('gum-chewing', 'ADJ')1
('slump', 'VERB')3
('dived', 'VERB')4
('holster', 'NOUN')9
("harris'", 'NOUN')1
("geely's", 'NOUN')1
('recumbent', 'ADJ')1
('cold', 'ADV')2
('sprinkled', 'VERB')1
('emaciated', 'VERB')1
('angle', 'VERB')1
('intercept', 'VERB')2
('good-humoredly', 'ADV')1
('mailboxes', 'NOUN')1
('wall-switch', 'NOUN')1
("black's", 'NOUN')4
('conrad', 'NOUN')7
('stinking', 'VERB')2
("gilborn's", 'NOUN')3
('jacobs', 'NOUN')2
('gilborn', 'NOUN')16
('half-cocked', 'ADJ')1
('telephone-booth', 'NOUN')1
('massaging', 'VERB')1
("kitti's", 'NOUN')2
('blustery', 'ADJ')1
('unheeding', 'ADJ')1
('kitti', 'NOUN')18
('picture-images', 'NOUN')1
('enormity', 'NOUN')1
("conrad's", 'NOUN')2
('fifty-five', 'NUM')1
('progressing', 'VERB')1
('no-goal', 'NOUN')1
('one-thousandth', 'NOUN')1
('aimless', 'ADJ')2
('nod', 'VERB')4
('undisguised', 'ADJ')1
('lain', 'VERB')3
('racking', 'VERB')1
('lingering', 'VERB')2
("blanche's", 'NOUN')1
('worksheet', 'NOUN')1
('companionship', 'NOUN')2
('unpredictable', 'ADJ')2
('kettle', 'NOUN')2
('apologized', 'VERB')1
('blushing', 'VERB')2
("daughter's", 'NOUN')2
('carping', 'NOUN')1
('unasked', 'ADJ')1
('taller', 'ADJ')3
('acapulco', 'NOUN')1
('stupor', 'NOUN')3
('serenely', 'ADV')1
('humming', 'NOUN')3
('penciled', 'VERB')1
('fingerprint', 'NOUN')5
('mallory', 'NOUN')1
('bucket', 'NOUN')4
('swooping', 'VERB')1
('snap', 'NOUN')1
('pantomimed', 'VERB')1
('grasping', 'VERB')2
('cleanly', 'ADV')2
("mallory's", 'NOUN')1
('cinch', 'NOUN')3
('twined', 'VERB')2
('cavorting', 'VERB')1
('sobered', 'VERB')2
('noisemakers', 'NOUN')1
('second-floor', 'NOUN')1
("m.e.'s", 'NOUN')1
('on-the-spot', 'ADJ')1
('autopsy', 'NOUN')1
('comings', 'NOUN')1
('goings', 'NOUN')1
('onlookers', 'NOUN')1
("felix's", 'NOUN')2
('householder', 'NOUN')1
('sobriety', 'NOUN')1
('lasting', 'ADJ')1
('craggy', 'ADJ')1
('unsuitably', 'ADV')1
('hatted', 'ADJ')1
('shoulder', 'VERB')1
('sticks', 'VERB')2
('shouts', 'VERB')1
('upstairs', 'NOUN')1
('guy', 'VERB')1
('bellows', 'VERB')1
('unaccountable', 'ADJ')1
('handiwork', 'NOUN')1
('apparition', 'NOUN')1
('flute', 'NOUN')1
('cavort', 'VERB')1
('glowered', 'VERB')2
('big-chested', 'ADJ')1
('big-shouldered', 'ADJ')1
('heavy-armed', 'ADJ')1
('home-grown', 'ADJ')1
('dentures', 'NOUN')1
('receded', 'VERB')2
('freak', 'NOUN')4
('esquire', 'NOUN')2
('flannel', 'NOUN')3
('necktie', 'NOUN')2
('whiff', 'NOUN')1
('gibby', 'NOUN')7
('merrily', 'ADV')1
('dryly', 'ADV')3
('blokes', 'NOUN')1
('bully', 'ADJ')1
('intoned', 'VERB')1
('pompous', 'ADJ')1
('whorls', 'NOUN')1
('chortled', 'VERB')3
('fingerprints', 'NOUN')4
('prancing', 'VERB')1
('grubb', 'NOUN')3
('whisper', 'VERB')2
('shh', 'UH')1
('implored', 'VERB')1
('obligingly', 'ADV')1
('edmund', 'NOUN')1
('credible', 'ADJ')1
('agile', 'ADJ')1
('connor', 'NOUN')1
('foursome', 'NOUN')1
('fingerprinting', 'VERB')1
('skylight', 'NOUN')1
('skylights', 'NOUN')2
('unerringly', 'ADV')1
('more-than-average', 'ADJ')1
('wacky', 'ADJ')1
('tarpaulin', 'NOUN')1
('shrouded', 'VERB')1
("workman's", 'NOUN')1
('thornburg', 'NOUN')7
('crutch', 'NOUN')1
('drew', 'NOUN')1
('kidnapped', 'VERB')1
('cant', 'NOUN')1
('dozing', 'VERB')2
("andy's", 'NOUN')4
('paxton', 'NOUN')7
('lissa', 'NOUN')2
('contacting', 'VERB')1
('comforted', 'VERB')1
('revising', 'VERB')1
('patter', 'NOUN')2
('least', 'NOUN')1
('befitting', 'VERB')1
('cancelling', 'VERB')1
("casino's", 'NOUN')1
('bake', 'NOUN')7
('dorado', 'NOUN')3
('rocco', 'NOUN')2
('nosing', 'VERB')1
('hustled', 'VERB')2
("hotel's", 'NOUN')1
('eluding', 'VERB')1
('prying', 'VERB')1
('hero-worshippers', 'NOUN')1
("skolman's", 'NOUN')2
('backstage', 'ADV')2
('tomblike', 'ADJ')1
('bouquet', 'NOUN')4
('troupe', 'NOUN')1
('shirl', 'NOUN')3
('duvol', 'NOUN')1
('skolman', 'NOUN')3
('p.', 'ADJ')1
('a.', 'ADJ')1
('rigged', 'VERB')1
('kidnapper', 'NOUN')2
('bonner', 'NOUN')6
('damn', 'ADJ')5
('loudspeakers', 'NOUN')1
('louse', 'VERB')2
("nightclub's", 'NOUN')1
('film', 'VERB')1
('kidnappers', 'NOUN')1
("bastard's", 'NOUN')1
('peru', 'NOUN')1
('natch', 'ADV')1
('complaining', 'VERB')2
('sippers', 'NOUN')1
('call-backs', 'NOUN')1
('lucks', 'NOUN')1
('shreds', 'NOUN')3
('macabre', 'ADJ')1
('upbeat', 'ADJ')1
('gravestone', 'NOUN')1
('plowed', 'VERB')2
('clapping', 'NOUN')2
('salvaging', 'VERB')2
('perspiring', 'VERB')1
('haggard', 'ADJ')1
('thud', 'VERB')1
('discordantly', 'ADV')1
('goodnight', 'UH')1
('humming', 'VERB')1
('clapped', 'VERB')3
('off-stage', 'ADV')1
("money's", 'NOUN')2
('jerks', 'NOUN')1
('mended', 'VERB')1
('humpty', 'NOUN')1
('dumpty', 'NOUN')1
('shouldered', 'VERB')3
('deals', 'NOUN')1
('dully', 'ADV')1
('morgue', 'NOUN')1
('scraggly', 'ADJ')1
("dronk's", 'NOUN')1
('rossi', 'NOUN')2
('limps', 'VERB')1
('limped', 'VERB')2
("'stead", 'ADV')1
('sneaking', 'VERB')2
('spying', 'VERB')2
('dronk', 'NOUN')2
('holden', 'NOUN')9
('half-aloud', 'ADV')1
('overalls', 'NOUN')5
('slimmer', 'ADJ')1
('pleats', 'NOUN')1
("arthur's", 'NOUN')1
("holden's", 'NOUN')2
('mae', 'NOUN')16
("crosson's", 'NOUN')2
('shone', 'VERB')1
("shark's", 'NOUN')1
('yelp', 'NOUN')2
('no-o-o', 'ADV')1
('pounding', 'NOUN')1
('crosson', 'NOUN')2
('squinting', 'VERB')1
("mae's", 'NOUN')1
('blatant', 'ADJ')2
('scheming', 'VERB')2
('prodding', 'VERB')1
('sinking', 'NOUN')1
('dying', 'NOUN')2
('cringed', 'VERB')2
('recreating', 'VERB')1
('molesting', 'VERB')1
('staginess', 'NOUN')1
('darted', 'VERB')5
('wilfully', 'ADV')1
('wobbled', 'VERB')1
('uprooted', 'VERB')1
('outlying', 'ADJ')1
('morosely', 'ADV')1
('jerkings', 'NOUN')1
('snivelings', 'NOUN')1
("ferguson's", 'NOUN')2
('dragons', 'NOUN')1
('awake', 'ADV')3
('bit', 'VERB')5
('chomp', 'NOUN')1
('bite', 'NOUN')1
('seeping', 'VERB')1
('glass-like', 'ADJ')1
('icicle', 'NOUN')1
('macready', 'NOUN')2
('busboy', 'NOUN')2
('dumont', 'NOUN')8
('airless', 'ADJ')1
('tenement', 'NOUN')1
('tedious', 'ADJ')1
('overnighters', 'NOUN')3
('willings', 'NOUN')7
('paynes', 'NOUN')1
('trouble', 'VERB')2
('lodgings', 'NOUN')2
('lunge', 'VERB')1
('fifty-four', 'NUM')1
('telescopic', 'ADJ')1
('sniper', 'NOUN')1
('marksman', 'NOUN')1
('shrugs', 'NOUN')2
('bellhops', 'NOUN')1
('measures', 'VERB')2
('refuse', 'NOUN')1
('bin', 'NOUN')1
("florist's", 'NOUN')1
('long-stemmed', 'ADJ')1
('lab', 'NOUN')2
('ocelot', 'NOUN')1
('collapsible', 'ADJ')1
('vitus', 'NOUN')1
('dribbled', 'VERB')1
('weigand', 'NOUN')4
('centrifuge', 'NOUN')2
('mullins', 'NOUN')7
('ridgefield', 'NOUN')1
('norths', 'NOUN')1
('hathaway', 'NOUN')1
("jerry's", 'NOUN')1
('livingston', 'NOUN')1
('birdwood', 'NOUN')1
('uprising', 'NOUN')1
('scuffle', 'NOUN')1
('hunches', 'NOUN')1
('ambush', 'VERB')2
('ambushes', 'NOUN')1
('punishes', 'VERB')1
('quarter-century-old', 'ADJ')1
('dereliction', 'NOUN')1
('grudges', 'NOUN')2
('large-enough', 'ADJ')1
('unreasoning', 'ADJ')1
('jealousy', 'NOUN')3
('primitive', 'NOUN')1
